Range;class;model;precision;recall;f1_score;roc_auc;accuracy;номер комбинации;RSI__h_bound;RSI__period;SMA__ma_long;SMA__ma_longest;SMA__ma_short;EMA__ema_long;EMA__ema_longest;EMA__ema_short;RSIEMA__h_bound;RSIEMA__period;ROC__roc_high;ROC__roc_low;MOM__mom_high;MOM__mom_low;STOCH__stoch_d;STOCH__stoch_k;STOCH__stoch_period;SHIFT1__num_shifts;SHIFT2__num_shifts;CORRELATION_REMOVER__threshold;DEPENDENCIES_REMOVER__correlation_threshold;DATAPREPROCESSOR__apply_balancing;DATAPREPROCESSOR__apply_scaling;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
0,05;1;RandomForestClassifier;0.6342028985507246;0.6889168765743073;0.6604286145487474;0.5295942492321574;0.5474051227035001;323;70;21;34;200;13;21;200;5;70;21;14;5;21;5;5;8;5;5;1;0.01;0.3;FALSE;TRUE;100;2;2;log2;10
0,05;0;RandomForestClassifier;0.3726372637263726;0.15373189751206834;0.21766561514195584;0.48839607490639503;0.6009118948638863;324;70;13;34;200;13;21;200;13;80;8;14;9;14;14;3;13;5;5;1;0.01;0.5;FALSE;FALSE;200;10;4;sqrt;10
0,05;1;RandomForestClassifier;0.6408761424519382;0.8536943744752309;0.7321332133213322;0.511603925093605;0.6009118948638863;324;70;13;34;200;13;21;200;13;80;8;14;9;14;14;3;13;5;5;1;0.01;0.5;FALSE;FALSE;200;10;4;sqrt;10
0,05;0;RandomForestClassifier;0.3764591439688716;0.14370590419606388;0.20800859983875303;0.4803725443612089;0.6048008582539895;325;70;21;34;200;5;34;134;13;70;21;14;5;21;14;5;5;3;8;3;0.01;0.5;FALSE;TRUE;100;2;4;sqrt;10
0,05;1;RandomForestClassifier;0.6413128013687976;0.8654492023509656;0.7367104440275172;0.5196274556387912;0.6048008582539895;325;70;21;34;200;5;34;134;13;70;21;14;5;21;14;5;5;3;8;3;0.01;0.5;FALSE;TRUE;100;2;4;sqrt;10
0,05;0;RandomForestClassifier;0.4074468085106383;0.1422205718529521;0.2108450316542802;0.46730402046790465;0.6155290331232399;326;70;21;21;200;5;34;134;13;70;13;14;5;21;14;5;13;3;5;3;0.01;0.5;FALSE;TRUE;100;10;1;sqrt;10
0,05;1;RandomForestClassifier;0.6455424274973147;0.8830814441645676;0.745855863841858;0.5326959795320954;0.6155290331232399;326;70;21;21;200;5;34;134;13;70;13;14;5;21;14;5;13;3;5;3;0.01;0.5;FALSE;TRUE;100;10;1;sqrt;10
0,05;0;RandomForestClassifier;0.38925081433224756;0.17749721500185667;0.2438153532262178;0.4799273577702306;0.6023870189084082;327;70;13;34;200;5;21;134;5;80;13;14;5;14;5;3;8;5;8;3;0.01;0.5;FALSE;FALSE;100;2;1;sqrt;10
0,05;1;RandomForestClassifier;0.6444052014769626;0.8425692695214105;0.7302829073046484;0.5200726422297695;0.6023870189084082;327;70;13;34;200;5;21;134;5;80;13;14;5;14;5;3;8;5;8;3;0.01;0.5;FALSE;FALSE;100;2;1;sqrt;10
0,05;0;RandomForestClassifier;0.39325842696629215;0.18195321203119197;0.2487941101802488;0.4802551192365816;0.6031916320236019;328;70;13;21;200;5;34;200;13;80;21;14;5;14;14;3;8;3;13;1;0.03;0.5;FALSE;TRUE;300;2;1;log2;10
0,05;1;RandomForestClassifier;0.645306713894703;0.8413098236775819;0.7303872437357631;0.5197448807634184;0.6031916320236019;328;70;13;21;200;5;34;200;13;80;21;14;5;14;14;3;8;3;13;1;0.03;0.5;FALSE;TRUE;300;2;1;log2;10
0,05;0;RandomForestClassifier;0.3905579399141631;0.0337913108057928;0.06220095693779904;0.4438770260803033;0.6320236019847123;329;70;21;34;200;13;21;200;5;80;8;21;9;21;5;5;13;3;3;3;0.01;0.8;FALSE;FALSE;100;2;2;log2;10
0,05;1;RandomForestClassifier;0.6398117386489479;0.9701931150293871;0.7711044377711045;0.5561229739196967;0.6320236019847123;329;70;21;34;200;13;21;200;5;80;8;21;9;21;5;5;13;3;3;3;0.01;0.8;FALSE;FALSE;100;2;2;log2;10
0,05;0;RandomForestClassifier;0.3593073593073593;0.030820646119569254;0.05677154582763338;0.45410224848263203;0.6301461713825935;330;70;13;34;200;5;34;134;13;80;13;21;5;21;5;5;5;5;3;1;0.03;0.8;FALSE;TRUE;100;10;4;sqrt;10
0,05;1;RandomForestClassifier;0.638804317741489;0.9689336691855583;0.769974979149291;0.545897751517368;0.6301461713825935;330;70;13;34;200;5;34;134;13;80;13;21;5;21;5;5;5;5;3;1;0.03;0.8;FALSE;TRUE;100;10;4;sqrt;10
0,05;0;RandomForestClassifier;0.43157894736842106;0.030449313033791312;0.05688518903919528;0.42859063660708185;0.635376156631353;331;70;21;34;200;13;21;134;5;70;21;21;9;21;14;5;8;3;8;1;0.01;0.8;FALSE;FALSE;100;5;1;log2;10
0,05;1;RandomForestClassifier;0.6407045548369341;0.9773299748110831;0.7740004987116615;0.571409363392918;0.635376156631353;331;70;21;34;200;13;21;134;5;70;21;21;9;21;14;5;8;3;8;1;0.01;0.8;FALSE;FALSE;100;5;1;log2;10
0,05;0;RandomForestClassifier;0.3973509933774834;0.02227998514667657;0.04219409282700422;0.4336149353846135;0.6347056457020249;332;70;21;21;200;13;21;200;5;70;8;21;5;21;5;3;5;5;13;3;0.03;0.8;FALSE;TRUE;200;5;1;log2;10
0,05;1;RandomForestClassifier;0.639611278401314;0.9808984047019311;0.7743164871582435;0.5663850646153865;0.6347056457020249;332;70;21;21;200;13;21;200;5;70;8;21;5;21;5;3;5;5;13;3;0.03;0.8;FALSE;TRUE;200;5;1;log2;10
0,05;0;RandomForestClassifier;0.4232081911262799;0.04604530263646491;0.08305425318151373;0.41323160178626495;0.6328282150999062;333;70;13;21;200;13;34;200;5;70;8;14;9;21;5;5;8;5;8;3;0.03;0.8;FALSE;FALSE;100;5;2;log2;10
0,05;1;RandomForestClassifier;0.6414014517029593;0.9645256087321579;0.7704560697518444;0.586768398213735;0.6328282150999062;333;70;13;21;200;13;34;200;5;70;8;14;9;21;5;5;8;5;8;3;0.03;0.8;FALSE;FALSE;100;5;2;log2;10
0,05;0;RandomForestClassifier;0.40926347760060744;0.20014853323431117;0.2688279301745636;0.4715952014162413;0.6068123910419739;334;70;21;21;200;5;21;134;5;70;13;14;5;14;5;5;13;3;5;1;0.03;0.5;FALSE;FALSE;100;10;2;log2;10
0,05;1;RandomForestClassifier;0.649185667752443;0.8366918555835432;0.731107850330154;0.5284047985837587;0.6068123910419739;334;70;21;21;200;5;21;134;5;70;13;14;5;14;5;5;13;3;5;1;0.03;0.5;FALSE;FALSE;100;10;2;log2;10
0,05;0;RandomForestClassifier;0.46226415094339623;0.0363906424062384;0.06746987951807229;0.4182852081289209;0.6367171784900094;335;70;21;21;200;8;34;200;13;70;8;14;9;21;5;3;5;3;13;3;0.01;0.8;FALSE;TRUE;200;10;4;sqrt;10
0,05;1;RandomForestClassifier;0.6418219461697723;0.9760705289672544;0.7744191856107919;0.5817147918710791;0.6367171784900094;335;70;21;21;200;8;34;200;13;70;8;14;9;21;5;3;5;3;13;3;0.01;0.8;FALSE;TRUE;200;10;4;sqrt;10
0,05;0;RandomForestClassifier;0.37461538461538463;0.3616784255477163;0.368033251464198;0.47438394095086833;0.5514281882794689;336;70;21;21;200;8;34;200;5;80;8;21;9;14;14;5;5;5;5;3;0.01;0.3;FALSE;TRUE;300;10;4;log2;10
0,05;1;RandomForestClassifier;0.6460778258184064;0.6586901763224181;0.6523230433426879;0.5256160590491317;0.5514281882794689;336;70;21;21;200;8;34;200;5;80;8;21;9;14;14;5;5;5;5;3;0.01;0.3;FALSE;TRUE;300;10;4;log2;10
0,05;0;RandomForestClassifier;0.40350877192982454;0.025621982918678055;0.04818435754189944;0.44701028539644566;0.6344374413302937;337;70;13;34;200;8;34;134;5;80;21;21;5;21;5;5;8;3;5;3;0.01;0.8;FALSE;TRUE;100;10;2;log2;10
0,05;1;RandomForestClassifier;0.6398572604995882;0.9785894206549118;0.7737759336099586;0.5529897146035544;0.6344374413302937;337;70;13;34;200;8;34;134;5;80;21;21;5;21;5;5;8;3;5;3;0.01;0.8;FALSE;TRUE;100;10;2;log2;10
0,05;0;RandomForestClassifier;0.3795918367346939;0.13813590790939473;0.2025592158998094;0.4841101942623894;0.6072146975995709;338;70;13;34;200;5;21;200;13;80;8;21;9;14;5;5;5;3;3;1;0.01;0.5;FALSE;FALSE;100;10;2;sqrt;10
0,05;1;RandomForestClassifier;0.6416550872317431;0.8723761544920235;0.7394359932390356;0.5158898057376107;0.6072146975995709;338;70;13;34;200;5;21;200;13;80;8;21;9;14;5;5;5;3;3;1;0.01;0.5;FALSE;FALSE;100;10;2;sqrt;10
0,05;0;RandomForestClassifier;0.37190635451505016;0.2064611956925362;0.26552053486150906;0.4796538464776204;0.5875016762773233;339;70;21;21;200;13;21;134;5;80;8;21;9;21;14;5;5;5;5;3;0.03;0.5;FALSE;TRUE;100;2;1;sqrt;10
0,05;1;RandomForestClassifier;0.6415632338141564;0.802896725440806;0.7132202125675927;0.5203461535223797;0.5875016762773233;339;70;21;21;200;13;21;134;5;80;8;21;9;21;14;5;5;5;5;3;0.03;0.5;FALSE;TRUE;100;2;1;sqrt;10
0,05;0;RandomForestClassifier;0.3553415864282439;0.2877831414779057;0.3180139515798112;0.4683494665243691;0.5542443341826472;340;70;21;34;200;5;34;134;13;70;8;21;5;14;14;3;13;5;13;1;0.03;0.3;FALSE;TRUE;100;5;1;log2;10
0,05;1;RandomForestClassifier;0.6364670204700531;0.7048698572628044;0.6689243027888446;0.531650533475631;0.5542443341826472;340;70;21;34;200;5;34;134;13;70;8;21;5;14;14;3;13;5;13;1;0.03;0.3;FALSE;TRUE;100;5;1;log2;10
0,05;0;RandomForestClassifier;0.37577092511013216;0.3167471221685852;0.34374370340519844;0.4874528155996063;0.5632291806356443;341;70;13;21;200;8;21;134;13;80;21;21;5;21;14;3;13;5;8;3;0.03;0.3;FALSE;FALSE;100;2;4;sqrt;10
0,05;1;RandomForestClassifier;0.6452670136880663;0.7025608732157851;0.6726962114360365;0.5125471844003937;0.5632291806356443;341;70;13;21;200;8;21;134;13;80;21;21;5;21;14;3;13;5;8;3;0.03;0.3;FALSE;FALSE;100;2;4;sqrt;10
0,05;0;RandomForestClassifier;0.3542319749216301;0.29372447085035275;0.3211530653674381;0.47102764015173837;0.5515622904653346;342;70;21;34;200;8;21;200;5;80;13;21;9;21;5;3;13;5;13;1;0.03;0.3;FALSE;FALSE;100;2;2;sqrt;10
0,05;1;RandomForestClassifier;0.6359111791730475;0.6973131821998321;0.6651982378854625;0.5289723598482616;0.5515622904653346;342;70;21;34;200;8;21;200;5;80;13;21;9;21;5;3;13;5;13;1;0.03;0.3;FALSE;FALSE;100;2;2;sqrt;10
0,05;0;RandomForestClassifier;0.3763440860215054;0.025993316004455997;0.048627995831886074;0.42921038248554966;0.6326941129140405;343;70;21;21;200;13;34;134;5;80;13;21;5;21;14;5;8;3;8;1;0.03;0.8;FALSE;TRUE;100;2;1;sqrt;10
0,05;1;RandomForestClassifier;0.6392518223077981;0.9756507136859782;0.7724137931034483;0.5707896175144503;0.6326941129140405;343;70;21;21;200;13;34;134;5;80;13;21;5;21;14;5;8;3;8;1;0.03;0.8;FALSE;TRUE;100;2;1;sqrt;10
0,05;0;RandomForestClassifier;0.36492890995260663;0.028592647604901596;0.05303030303030303;0.44554623221630985;0.6312189888695185;344;70;21;21;200;8;21;200;5;70;21;21;5;21;14;3;13;5;3;1;0.03;0.8;FALSE;FALSE;300;2;4;log2;10
0,05;1;RandomForestClassifier;0.6389732266077836;0.9718723761544921;0.7710241465445462;0.5544537677836903;0.6312189888695185;344;70;21;21;200;8;21;200;5;70;21;21;5;21;14;3;13;5;3;1;0.03;0.8;FALSE;FALSE;300;2;4;log2;10
0,05;0;RandomForestClassifier;0.3468208092485549;0.02227998514667657;0.0418702023726448;0.4313923151199287;0.631755397612981;345;70;13;21;200;13;21;200;5;80;21;21;5;14;5;5;13;3;13;1;0.03;0.8;FALSE;TRUE;100;2;4;log2;10
0,05;1;RandomForestClassifier;0.6385227896760022;0.9762804366078925;0.772078353253652;0.5686076848800712;0.631755397612981;345;70;13;21;200;13;21;200;5;80;21;21;5;14;5;5;13;3;13;1;0.03;0.8;FALSE;TRUE;100;2;4;log2;10
0,05;0;RandomForestClassifier;0.37327188940092165;0.030077979948013367;0.05567010309278351;0.4465721528869666;0.6314871932412498;346;70;21;21;200;5;34;200;5;80;13;21;5;14;14;5;5;3;3;3;0.03;0.8;FALSE;FALSE;200;10;4;sqrt;10
0,05;1;RandomForestClassifier;0.6392265193370166;0.9714525608732157;0.7710763078973676;0.5534278471130334;0.6314871932412498;346;70;21;21;200;5;34;200;5;80;13;21;5;14;14;5;5;3;3;3;0.03;0.8;FALSE;FALSE;200;10;4;sqrt;10
0,05;0;RandomForestClassifier;0.3619402985074627;0.3241737838841441;0.34201762977473066;0.4884189909280614;0.5495507576773502;347;70;13;34;200;5;21;134;13;80;21;21;5;14;14;3;8;5;3;3;0.01;0.3;FALSE;TRUE;100;2;1;sqrt;10
0,05;1;RandomForestClassifier;0.6392467789890981;0.6769521410579346;0.6575593842389642;0.5115810090719385;0.5495507576773502;347;70;13;34;200;5;21;134;13;80;21;21;5;14;14;3;8;5;3;3;0.01;0.3;FALSE;TRUE;100;2;1;sqrt;10
0,05;0;RandomForestClassifier;0.35953420669577874;0.18343854437430376;0.2429309073026801;0.49328732045608814;0.5870993697197264;348;70;13;34;200;5;34;134;5;70;21;21;9;21;5;3;8;3;3;3;0.03;0.5;FALSE;FALSE;100;5;2;sqrt;10
0,05;1;RandomForestClassifier;0.6385007397665625;0.815281276238455;0.7161427122706739;0.506712679543912;0.5870993697197264;348;70;13;34;200;5;34;134;5;70;21;21;9;21;5;3;8;3;3;3;0.03;0.5;FALSE;FALSE;100;5;2;sqrt;10
0,05;0;RandomForestClassifier;0.44385026737967914;0.030820646119569254;0.05763888888888889;0.41650757959108464;0.6360466675606813;349;70;13;34;200;13;34;200;13;80;8;21;9;21;5;3;8;5;13;1;0.03;0.8;FALSE;TRUE;100;2;1;log2;10
0,05;1;RandomForestClassifier;0.640990371389271;0.9781696053736356;0.7744723284028585;0.5834924204089154;0.6360466675606813;349;70;13;34;200;13;34;200;13;80;8;21;9;21;5;3;8;5;13;1;0.03;0.8;FALSE;TRUE;100;2;1;log2;10
0,05;0;RandomForestClassifier;0.3851851851851852;0.019309320460453028;0.036775106082036775;0.44517879641312813;0.6347056457020249;350;70;13;34;200;8;21;134;13;80;13;21;5;21;5;3;13;5;5;1;0.03;0.8;FALSE;TRUE;200;2;4;sqrt;10
0,05;1;RandomForestClassifier;0.639306200491669;0.9825776658270361;0.7746152573225219;0.5548212035868718;0.6347056457020249;350;70;13;34;200;8;21;134;13;80;13;21;5;21;5;3;13;5;5;1;0.03;0.8;FALSE;TRUE;200;2;4;sqrt;10
0,05;0;RandomForestClassifier;0.372836719337848;0.3679910880059413;0.37039805643804896;0.4726531967226659;0.5482097358186938;351;70;21;34;200;8;21;134;5;70;13;14;9;21;5;5;13;3;3;3;0.01;0.3;FALSE;TRUE;100;2;1;log2;10
0,05;1;RandomForestClassifier;0.6453427797457804;0.6500839630562553;0.647704695179337;0.5273467643045081;0.5482097358186938;351;70;21;34;200;8;21;134;5;70;13;14;9;21;5;5;13;3;3;3;0.01;0.3;FALSE;TRUE;100;2;1;log2;10
0,05;0;RandomForestClassifier;0.39453125;0.03750464166357222;0.0684977958630044;0.43403623163327626;0.6316212954271154;352;70;13;34;200;8;34;200;5;70;8;14;9;21;5;5;8;3;3;3;0.01;0.8;FALSE;FALSE;200;5;1;log2;10
0,05;1;RandomForestClassifier;0.6400499930565199;0.9674643157010915;0.7704137066443795;0.5659637683667237;0.6316212954271154;352;70;13;34;200;8;34;200;5;70;8;14;9;21;5;5;8;3;3;3;0.01;0.8;FALSE;FALSE;200;5;1;log2;10
0,05;0;RandomForestClassifier;0.36248912097476066;0.30932046045302636;0.3338008415147265;0.4652671057189348;0.5541102319967816;353;70;21;21;200;13;34;134;13;80;21;21;5;14;5;5;5;5;8;3;0.03;0.3;FALSE;TRUE;100;10;2;sqrt;10
0,05;1;RandomForestClassifier;0.639465012599341;0.6924853064651554;0.6649198830998689;0.5347328942810652;0.5541102319967816;353;70;21;21;200;13;34;134;13;80;21;21;5;14;5;5;5;5;8;3;0.03;0.3;FALSE;TRUE;100;10;2;sqrt;10
0,05;0;RandomForestClassifier;0.38515901060070673;0.3238024507983661;0.3518257010288481;0.47993760762345894;0.569129676813732;354;70;13;21;200;8;34;134;5;80;8;21;5;14;14;5;13;5;5;3;0.01;0.3;FALSE;FALSE;100;10;4;sqrt;10
0,05;1;RandomForestClassifier;0.6493356441363374;0.707808564231738;0.6773124435070804;0.5200623923765412;0.569129676813732;354;70;13;21;200;8;34;134;5;80;8;21;5;14;14;5;13;5;5;3;0.01;0.3;FALSE;FALSE;100;10;4;sqrt;10
0,05;0;RandomForestClassifier;0.35291700903861956;0.3189751206832529;0.335088745855276;0.4984784619015684;0.5428456483840687;355;70;13;34;200;13;21;134;5;80;13;21;9;21;14;3;5;5;3;3;0.01;0.3;FALSE;FALSE;100;2;2;log2;10
0,05;1;RandomForestClassifier;0.6348795540513638;0.6693954659949622;0.6516808010626342;0.5015215380984316;0.5428456483840687;355;70;13;34;200;13;21;134;5;80;13;21;9;21;14;3;5;5;3;3;0.01;0.3;FALSE;FALSE;100;2;2;log2;10
0,05;0;RandomForestClassifier;0.3635778635778636;0.20980319346453769;0.2660701671768307;0.4840590229418996;0.5820034866568325;356;70;21;34;200;5;34;200;5;80;8;14;5;14;5;5;5;5;13;1;0.03;0.5;FALSE;TRUE;200;5;1;log2;10
0,05;1;RandomForestClassifier;0.6395053362696934;0.7924013434089001;0.7077903815505765;0.5159409770581005;0.5820034866568325;356;70;21;34;200;5;34;200;5;80;8;14;5;14;5;5;5;5;13;1;0.03;0.5;FALSE;TRUE;200;5;1;log2;10
0,05;0;RandomForestClassifier;0.3702451394759087;0.3252877831414779;0.3463135006918363;0.49216412361182693;0.5565240713423629;357;70;13;34;200;13;21;134;5;70;21;14;9;21;14;5;13;3;13;1;0.03;0.3;FALSE;FALSE;200;5;4;sqrt;10
0,05;1;RandomForestClassifier;0.6430956590060892;0.6872376154492024;0.6644342973110097;0.5078358763881731;0.5565240713423629;357;70;13;34;200;13;21;134;5;70;21;14;9;21;14;5;13;3;13;1;0.03;0.3;FALSE;FALSE;200;5;4;sqrt;10
0,05;0;RandomForestClassifier;0.36315086782376504;0.3030077979948013;0.3303643724696356;0.4670793810990524;0.5563899691564973;358;70;21;34;200;5;34;134;5;80;13;21;9;21;5;5;5;3;3;1;0.03;0.3;FALSE;TRUE;100;2;1;sqrt;10
0,05;1;RandomForestClassifier;0.6397312859884837;0.6996221662468514;0.668337677962703;0.5329206189009477;0.5563899691564973;358;70;21;34;200;5;34;134;5;80;13;21;9;21;5;5;5;3;3;1;0.03;0.3;FALSE;TRUE;100;2;1;sqrt;10
0,05;0;RandomForestClassifier;0.36134453781512604;0.03193464537690308;0.05868304332992153;0.4589845302823534;0.6300120691967279;359;70;13;21;200;8;34;134;13;80;21;21;5;14;14;5;8;3;3;3;0.03;0.8;FALSE;TRUE;100;2;1;sqrt;10
0,05;1;RandomForestClassifier;0.6388696495359468;0.9680940386230059;0.7697571559709588;0.5410154697176466;0.6300120691967279;359;70;13;21;200;8;34;134;13;80;21;21;5;14;14;5;8;3;3;3;0.03;0.8;FALSE;TRUE;100;2;1;sqrt;10
0,05;0;RandomForestClassifier;0.38860103626943004;0.027849981433345713;0.05197505197505198;0.41870323066020276;0.6330964194716374;360;70;21;21;200;5;21;200;13;70;21;21;9;14;14;3;5;5;13;1;0.01;0.8;FALSE;TRUE;100;10;1;log2;10
0,05;1;RandomForestClassifier;0.6395925110132159;0.9752308984047019;0.7725307615563685;0.5812967693397972;0.6330964194716374;360;70;21;21;200;5;21;200;13;70;21;21;9;14;14;3;5;5;13;1;0.01;0.8;FALSE;TRUE;100;10;1;log2;10
0,05;0;RandomForestClassifier;0.38387096774193546;0.22094318603787597;0.28046193730850816;0.47874714368158516;0.5905860265522328;361;70;21;21;200;5;34;200;5;80;21;14;5;21;14;3;8;5;8;1;0.03;0.5;FALSE;TRUE;100;2;1;log2;10
0,05;1;RandomForestClassifier;0.6448281699678348;0.7995382031905961;0.7138974791490956;0.5212528563184149;0.5905860265522328;361;70;21;21;200;5;34;200;5;80;21;14;5;21;14;3;8;5;8;1;0.03;0.5;FALSE;TRUE;100;2;1;log2;10
0,05;0;RandomForestClassifier;0.37401082882132447;0.33345711102859266;0.3525716529250098;0.48749174945274354;0.5577309910151536;362;70;13;21;200;8;21;134;5;70;13;14;5;21;14;5;5;5;8;3;0.03;0.3;FALSE;TRUE;200;5;2;log2;10
0,05;1;RandomForestClassifier;0.6449762658227848;0.6845088161209067;0.6641547861507129;0.5125082505472565;0.5577309910151536;362;70;13;21;200;8;21;134;5;70;13;14;5;21;14;5;5;5;8;3;0.03;0.3;FALSE;TRUE;200;5;2;log2;10
0,05;0;RandomForestClassifier;0.373134328358209;0.21351652432231713;0.271610769957487;0.48496334839555116;0.5864288587903983;363;70;21;34;200;8;34;200;5;80;21;14;9;21;14;5;13;5;3;3;0.03;0.5;FALSE;FALSE;100;10;1;log2;10
0,05;1;RandomForestClassifier;0.6419878296146044;0.7972292191435768;0.7112359550561798;0.5150366516044489;0.5864288587903983;363;70;21;34;200;8;34;200;5;80;21;14;9;21;14;5;13;5;3;3;0.03;0.5;FALSE;FALSE;100;10;1;log2;10
0,05;0;RandomForestClassifier;0.38438735177865613;0.14444857036761977;0.20998650472334682;0.48667967267814716;0.6074829019713022;364;70;13;34;200;13;34;134;13;70;8;21;5;14;5;5;13;5;13;1;0.01;0.5;FALSE;FALSE;100;2;1;sqrt;10
0,05;1;RandomForestClassifier;0.6425135764158262;0.8692275398824517;0.7388705504505308;0.5133203273218528;0.6074829019713022;364;70;13;34;200;13;34;134;13;70;8;21;5;14;5;5;13;5;13;1;0.01;0.5;FALSE;FALSE;100;2;1;sqrt;10
0,05;0;RandomForestClassifier;0.3815789473684211;0.15076123282584478;0.2161298908703753;0.47876023855110883;0.6050690626257208;365;70;21;34;200;8;21;134;5;70;13;14;5;21;5;5;8;5;3;1;0.01;0.5;FALSE;FALSE;100;2;4;sqrt;10
0,05;1;RandomForestClassifier;0.6422649773189426;0.8618807724601175;0.7360401541633056;0.5212397614488913;0.6050690626257208;365;70;21;34;200;8;21;134;5;70;13;14;5;21;5;5;8;5;3;1;0.01;0.5;FALSE;FALSE;100;2;4;sqrt;10
0,05;0;RandomForestClassifier;0.3869346733668342;0.028592647604901596;0.05325034578146611;0.42921256496380356;0.6328282150999062;366;70;13;21;200;8;34;134;5;80;21;21;5;21;14;3;5;5;13;1;0.01;0.8;FALSE;FALSE;100;2;4;log2;10
0,05;1;RandomForestClassifier;0.6395701295122623;0.9743912678421495;0.772250873398769;0.5707874350361964;0.6328282150999062;366;70;13;21;200;8;34;134;5;80;21;21;5;21;14;3;5;5;13;1;0.01;0.8;FALSE;FALSE;100;2;4;log2;10
0,05;0;RandomForestClassifier;0.39107332624867164;0.13665057556628296;0.20253164556962025;0.4726279813042677;0.6113718653614054;367;70;21;21;200;13;34;134;13;70;13;14;9;14;5;5;13;3;13;3;0.01;0.5;FALSE;FALSE;100;10;4;sqrt;10
0,05;1;RandomForestClassifier;0.6431860036832413;0.8797229219143576;0.7430851063829788;0.5273720186957322;0.6113718653614054;367;70;21;21;200;13;34;134;13;70;13;14;9;14;5;5;13;3;13;3;0.01;0.5;FALSE;FALSE;100;10;4;sqrt;10
0,05;0;RandomForestClassifier;0.37684365781710916;0.18975120683252877;0.2524080019757965;0.48959277450042293;0.5940726833847392;368;70;13;34;200;13;34;134;13;80;13;21;9;14;5;5;8;5;13;3;0.03;0.5;FALSE;FALSE;200;2;2;sqrt;10
0,05;1;RandomForestClassifier;0.6423537125061465;0.8226280436607892;0.7213989875747814;0.5104072254995771;0.5940726833847392;368;70;13;34;200;13;34;134;13;80;13;21;9;14;5;5;8;5;13;3;0.03;0.5;FALSE;FALSE;200;2;2;sqrt;10
0,05;0;RandomForestClassifier;0.39227799227799226;0.18863720757519495;0.2547642928786359;0.4835753701716956;0.6014483036073488;369;70;13;21;200;8;21;134;13;70;13;14;5;14;5;3;5;5;3;3;0.03;0.5;FALSE;TRUE;100;2;1;log2;10
0,05;1;RandomForestClassifier;0.645407335280753;0.8348026868178001;0.7279882848251876;0.5164246298283044;0.6014483036073488;369;70;13;21;200;8;21;134;13;70;13;14;5;14;5;3;5;5;3;3;0.03;0.5;FALSE;TRUE;100;2;1;log2;10
0,05;0;RandomForestClassifier;0.3827785817655572;0.19643520237653175;0.2596319018404908;0.4740425779682562;0.5954137052433954;370;70;21;21;200;8;21;134;13;70;8;21;5;21;5;3;8;5;8;3;0.03;0.5;FALSE;FALSE;100;2;1;log2;10
0,05;1;RandomForestClassifier;0.6437860082304526;0.8209487825356843;0.7216532890488052;0.5259574220317438;0.5954137052433954;370;70;21;21;200;8;21;134;13;70;8;21;5;21;5;3;8;5;8;3;0.03;0.5;FALSE;FALSE;100;2;1;log2;10
0,05;0;RandomForestClassifier;0.40229885057471265;0.025993316004455997;0.048831531217300314;0.42209410035596223;0.634303339144428;371;70;13;21;200;8;34;200;13;80;21;21;9;21;14;3;13;5;13;3;0.01;0.8;FALSE;FALSE;300;10;4;log2;10
0,05;1;RandomForestClassifier;0.6398462172181794;0.9781696053736356;0.7736365900224123;0.5779058996440378;0.634303339144428;371;70;13;21;200;8;34;200;13;80;21;21;9;21;14;3;13;5;13;3;0.01;0.8;FALSE;FALSE;300;10;4;log2;10
0,05;0;RandomForestClassifier;0.36893939393939396;0.18083921277385814;0.24271118863692998;0.4879863146142173;0.5924634571543517;372;70;21;34;200;5;34;134;13;80;13;21;5;14;5;3;8;3;13;3;0.01;0.5;FALSE;FALSE;100;10;1;sqrt;10
0,05;1;RandomForestClassifier;0.6405409809353104;0.8251469353484466;0.7212182368590038;0.5120136853857826;0.5924634571543517;372;70;21;34;200;5;34;134;13;80;13;21;5;14;5;3;8;3;13;3;0.01;0.5;FALSE;FALSE;100;10;1;sqrt;10
0,05;0;RandomForestClassifier;0.3869047619047619;0.19309320460453028;0.2576170423581868;0.48043462807296833;0.598095748960708;373;70;13;34;200;13;34;200;13;70;13;14;9;21;5;5;8;5;3;1;0.03;0.5;FALSE;TRUE;100;2;4;sqrt;10
0,05;1;RandomForestClassifier;0.644528054964829;0.8270361041141897;0.7244644663050473;0.5195653719270317;0.598095748960708;373;70;13;34;200;13;34;200;13;70;13;14;9;21;5;5;8;5;3;1;0.03;0.5;FALSE;TRUE;100;2;4;sqrt;10
0,05;0;RandomForestClassifier;0.35735439289239884;0.2688451541032306;0.30684467048103414;0.5031428466313292;0.5613517500335256;374;70;13;34;200;13;34;134;5;80;21;14;9;21;5;5;5;5;5;3;0.01;0.3;FALSE;FALSE;100;2;1;log2;10
0,05;1;RandomForestClassifier;0.6374516663597865;0.7267002518891688;0.6791564492398234;0.49685715336867076;0.5613517500335256;374;70;13;34;200;13;34;134;5;80;21;14;9;21;5;5;5;5;5;3;0.01;0.3;FALSE;FALSE;100;2;1;log2;10
0,05;0;RandomForestClassifier;0.3952922077922078;0.18083921277385814;0.24815286624203822;0.47864437233952006;0.604264449510527;375;70;13;21;200;13;34;200;13;80;8;14;5;21;14;5;8;3;13;1;0.03;0.5;FALSE;TRUE;100;2;1;log2;10
